id,business_id,text,rating
Hs6QrGMT2FjpPvL0NRVnWQ,ByTPZl9dL1wgiXEwChnowg,Ordered a dinner special at Kami and I was so impressed! You get to pick two entrees so I did my usual salmon teriyaki and went for chicken katsu. Both...,5
SCI0kn8fILAhD1-zjRcQrw,ByTPZl9dL1wgiXEwChnowg,"I actually have a lot of positive things about this place.
rice to fish ratio is very sensible
and their fish does not taste too bad

my only criticism is...",4
l6cWZ6Th24EWbGSeo2_0Vw,7gXgfECmBH2AKSgF-c_USA,"Food is amazing- to go, delivery or eat in! Hands down my favorite Japanese spot. Its affordable, the portions are big and always cooked to perfection. Ive...",5
HXmD-UfhChxai4ZOzfpZKw,7gXgfECmBH2AKSgF-c_USA,"I had an excellent experience at Toyo Japanese Cuisine. It was perfect. I got Dragon Eyes, which was terrific. It was so flavorful and tasty. All of the...",5
b5FhixTQ5x25m-YvUxQR5Q,7gXgfECmBH2AKSgF-c_USA,I used to live close by and have eaten in and have ordered take out from this place multiple times and have never been less than satisfied (Mind you that I...,4
Lk5c8DZzBBoCF2dkP0hblQ,XsAn03rEJPyAmnvlxVvBKg,"I LOVE Kim's! They've got the best sushi and EXCELLENT service, especially during the pandemic. They really go above and beyond. I love the fact that they...",5
qR1oo-axLmUSWLMf-rd5mQ,XsAn03rEJPyAmnvlxVvBKg,Came here on a whim after dropping some stuff off at a friend's house. He said he's heard good things about this place and we thought we'd give it a try. We...,5
9lHLw9Z93Zb3VjV5Duo-TQ,XsAn03rEJPyAmnvlxVvBKg,I was craving sushi the other day and my husband found me this place. We decided to try it out because of the great reviews and the fact that they offer...,5
XPlej2SrhwWz6LHnI-p_Pg,d_sZea-w-yu3QJ4l6esrrg,"Ordered here for pickup and got the Love Platter which comes with 5 special rolls for $53.95 - we got the lion, 2 sashimi, Hollywood, and snow mountain. We...",5
jSO2xBh7FVu4_kTVh2v3CA,d_sZea-w-yu3QJ4l6esrrg,"I told myself I'd written too many glowing reviews of Tomoyo, but this place has gotten a huge upgrade since the last time I came (pre-COVID)! Tomoyo used...",5
T1cqh5dNqW76ROnaw0V5mA,d_sZea-w-yu3QJ4l6esrrg,"great social distancing measures, really good sushi and seriously the nicest service. they gave us a free sampler :)) 10/10 would go again",5
qrCm3MO2ZXfKSN411IIhMA,AtUxlW7ltZb73ZXMwpkY_g,"Covid hours

Mon-fri 3-8pm?
Takeout only




Recommend the salmon tray ~$21 
And 3 rolls $10

Favorite neighborhood spot! Extremely cheap eats! 
Feeds two!",5
HjJGv0nAWGctfTcGXpPOLg,AtUxlW7ltZb73ZXMwpkY_g,They are open during covid! A small mom and pop shop. The fish is fresh and amazing quality for the price. They were extremely efficient. My order was ready...,5
HqUSIp-a6-JwUVVw81CKuA,AtUxlW7ltZb73ZXMwpkY_g,"A place I go frequently whenever I'm on the UES. Very good prices, they do charge for adding ingredients into the rolls in their roll combo (avocado,...",5
e9qI4if3N8La65_CD7jd0w,98URsYAwTfXRPP5e1ONPug,"Happened to stumble upon this place and boy am I glad I did! In terms of price, quality & taste this place has got it all! It truly is a mini Chinatown...",5
h0RDWe204yU6sMHAaqq3ww,98URsYAwTfXRPP5e1ONPug,"Absolutely crushing the congee scene, this place is such a gem! Great range of options with good portion sizes & super reasonable prices. 

Really enjoyed...",5
URIhE3jR3bHtmh1rQjCQhA,98URsYAwTfXRPP5e1ONPug,Ideal quarantine food. This is the warm stomach hug you need to breathe a sigh of relief in tough times. Support this place.,5
yXc6TKAlAwAptwW8FyOfZg,bLDHO08mO_OMNMBW9gdetw,"Great sushi and not expensive. Totally forgot about this joint and regret that. Let's dive in ...

Honey Roasted Peanut Avocado Roll (4/5): Exactly as...",5
SeYTENoAx_YFN8tWqNfoVg,bLDHO08mO_OMNMBW9gdetw,Surprised would be an understatement. For someone down in FiDi that was looking for a sushi spot that was open during quarantine and wasn't looking to rip...,4
C4y3X6C35KfZ916P68eG4Q,bLDHO08mO_OMNMBW9gdetw,"Yummy and fresh...the miso soup is actually delicious! 
Would definitely order takeout here again.",5
0702iislQeJoLjbYqIqQkg,m4LsYh1uad-k6Bfyd4bIrA,Love bamboo ya! I've been ordering for delivery/pickup throughout the summer and now whenever i have sushi cravings. Their sushi are always fresh and you...,5
0Ns8Rl51LdTwC3-2MkFqiA,m4LsYh1uad-k6Bfyd4bIrA,Bamboo Ya's open again for takeout and delivery. I placed an order for delivery through their website (I assume this helps them avoid the fees that delivery...,5
EnJkIJ_jLVUYaoO6PNcYAg,m4LsYh1uad-k6Bfyd4bIrA,This is our go-to sushi spot in the area. Always great service and quick delivery. We love their special rolls. Sushi is always very fresh.,5
vB0k5KWDxsyFT7JhwamJJw,R8x9TlQ5zj-CzrjHVxHD-Q,We came here for an early dinner. The ambiance is really nice. The restaurant is a fusion of Caribbean and Asian which was an amazing but initially...,5
Ro9W0HWJ98N6OoJkr9BVPA,R8x9TlQ5zj-CzrjHVxHD-Q,This place is fairly new and I wanted to check it out; I went for my cousins birthday dinner and I despite covid-19 I like the outdoor seating. We...,5
rt_H-i5Iw9JWzKttUYU8IA,R8x9TlQ5zj-CzrjHVxHD-Q,Had the Shanghai jerk chicken with noodles and vegetables. Delicious. Jerk chicken is Smokey and dry which is just the way I prefer it. Spicy jerk sauce...,5
huMCOJDlDnHWTRZZ3kcOHg,9QK3vhI04Q8ylqk49C3JcQ,"Great place for brunch, can't wait to come back for dinner. This place is worth the trek to Greenpoint, no matter where you're coming from - Not only is the...",5
HcEWFp_zqojcNm2h75n5IA,9QK3vhI04Q8ylqk49C3JcQ,"Stellar place with tons of outdoor and indoor seating. This gem in Greenpoint has left me in awe a few times. First the service is on point, the ambience...",5
RzDHzQQcWVKOpZoO6rowvg,9QK3vhI04Q8ylqk49C3JcQ,"An absolutely stellar dining experience. I'm usually hesitant about Asian Fusion, but I would easily give Rule of Thirds 5 stars for their ambiance,...",5
uindoCdGJTT8oGmTU9V-OA,kA0z_4_TG_kYfCPXDzbmBw,It really was a terrific experience at the Shogun Hibachi. Great place. Absolutely flavorful and also nutritious. The staff is really welcoming. I really...,5
9KewLbEbW5d7RydzI3bQHA,kA0z_4_TG_kYfCPXDzbmBw,Terrible service. I ordered nearly $150.00 worth of food earlier this evening. There were missing items when we received the delivery. Called the restaurant...,1
D6opFT-0FNmqEBcAy5FlAA,kA0z_4_TG_kYfCPXDzbmBw,All the sushi rolls we ordered were yummy and can't wait to try the hibachi next time. The mountain roll was especially good! Ample seating..clean..service...,4
A6UyihSKON6IPLXa1H6bDQ,-pab00ajP_NS1KGfILveYA,"Favorite place!!

Great sushi, and great variety of dishes. 

As an NYU student I'd go there all the time. For dates, casual lunch, takeout, even bday...",5
DebJlcmQAN49rY_fZhs-wg,-pab00ajP_NS1KGfILveYA,"OMG! This place is simply the best for authentic Japanese food. It is cozy, quaint, and just downright charming. I love the small ambiance of it all, and...",5
ynxOxhjNfipoLjjQkM4Yrw,-pab00ajP_NS1KGfILveYA,"I've  already hit  this  understated  and under the radar sushi spot twice this year, post -covid, which is a big deal.   I've turned into a cooking demon...",5
GNGF7YEgRQsWRmZ97-EpMw,pFUZEEN4B-yp0785xHyoqA,"They really fill the rolls! This place is so good for takeout, their lunch special (3 roll) was amazing, came out quick. Affordable, generous, clean,...",5
kulvf4YdZOd2oMXGL064NQ,pFUZEEN4B-yp0785xHyoqA,"I've never actually been inside this restaurant, but this has been our take out go-to spot during the pandemic. We've been getting food from here at least...",4
v5GVJGwW47aq8PS_fixyBg,pFUZEEN4B-yp0785xHyoqA,"I haven't tried sushi for a while, and had the munchies. Thought I give the place a try.

Pros: 
Followed instructions for delivery and sushi. 
Delivered on...",3
B-txttGUh8SAPCFuIXlsag,Lz_9RXFKmOaSA4IpgV6NlA,WEAR A MASK! PRACTICE SOCIAL DISTANCING! FLATTEN THE CURVE!!! DONATE PLASMA IF YOU'RE ANTIBODY POSITIVE. DON'T DRINK/INJECT BLEACH. SUPPORT #BLM PROTESTERS....,5
oYwHQsSGWe4jMN5cF13o3g,Lz_9RXFKmOaSA4IpgV6NlA,"We had amazing ramen 2days ago. By COVID situation, we were gave up having ramen in restaurant but they have backyards!! How fantastic is that!! Backyard...",5
OuZei1I4fGbcNAODbV-zmg,Lz_9RXFKmOaSA4IpgV6NlA,Highly recommend getting delivery from here. It was one of the best covid take out experiences. The food traveled very well and was very impressed with how...,5
iDlmRY3YHuf4moYBKBUTOA,LjzcvSy6vNQYDhSO5eO3-Q,"been eating at this spot a lot recently. staff is very kind most of the time, chill all of the time - and the food is great for the price. i'm able to eat...",5
GkE9IzBjvIfEnfp6QTQwgw,LjzcvSy6vNQYDhSO5eO3-Q,I ordered a chicken teriyaki bowl and California roll and it was so yummy I will definitely be eating here again soon,5
ko-99zAIf6IjvGI2s1j7sg,LjzcvSy6vNQYDhSO5eO3-Q,"Abusive employees, awful customer service - do not eat here

Last time I ordered from them, they left out several items.  I called them about it, and they...",1
Q9MdRlE5ABWNqOqMSXGphA,NB5u0htOK_1_dTkYALpRxg,"Terrific takeout experience from this spot for nigiri sushi and an oshinko roll. So sad I ate all the sushi so quickly and forgot to take some photos. 

The...",5
G0opf37wiHrbX5VXc29Ahg,NB5u0htOK_1_dTkYALpRxg,Haven't had sushi in a while so we got take out. Got a lot of sushi rolls. It doesn't have a ton of rice. It comes with miso soup. Everything was great. We...,5
er5Xr0YMTZsT2nInWu6goQ,NB5u0htOK_1_dTkYALpRxg,Ordered delivery after craving sushi for a couple of weeks. I remembered this place and their good quality and I'm so glad I did. Everything was prepared...,5
25x6Iu-N7XG_K4oqf0E7sA,KNp_2WKjCKn_exP8lGzZLg,"Excellent Japanese food, great value. We tried the fried chicken, miso cod w/ daikon (favorite!), chicken spring roll, Salmon Sashimi & Ikura Rice Bowl, and...",4
CR4g2NL9PENpzHMNmpIj0w,pZwbV0mQliRfhT2rRXcP9g,"Have ordered takeout from here multiple times and have not been disappointed yet! Really good sushi here, and really appreciate that when we order for a...",5
7IBCLh2mLg4hxPB6Ns9pGA,pZwbV0mQliRfhT2rRXcP9g,Love this place! My husband and I order from here all the time it is really yummy!! Staff is super nice too!,5
KyyPatGe8W41cEwclf7Rng,pZwbV0mQliRfhT2rRXcP9g,"Yoshi is a quality Sushi/Japanese restaurant that just continues to get better and never disappoints. Fresh, quality ingredients with a touch of flair. They...",5
sk8iWj8hywnnQi7UMOm-fQ,K54qUgd274Fj_LvHCjeSFw,Exceptional quality and great delivery. I love that they also sell sushi grade fish by the 1/2lb. My new go to for sushi in the area.,5
_xcRbQP1_xx_VjVjThjJdg,K54qUgd274Fj_LvHCjeSFw,I really hope places like this survive covid. We got the 10 rolls for $55 deal and it was superb. Basic rolls but done well and tasted fresh. They even gave...,5
6B9pf1LQBhzM6D_6rwMXdw,K54qUgd274Fj_LvHCjeSFw,Some of the best sushi I ever had! Great outdoor seating and incredible service. Highly suggest the Spicy Garlic Edamame and the Godzilla roll. Will for...,5
E2j0HWi5-dETkgTHujf1qw,EdyhCrCslsOsqup12oNpDw,"While we're glad that Bessou at Time Out Market New York has reopened for take-out, Bessou's Chicken Karaage Bento Bowl, as reshaped by the Covid-19...",3
XVchnjTRGBnh4NJdWHpinQ,EdyhCrCslsOsqup12oNpDw,We stopped by for some take out. We had the spicy tuna crispy rice and the fried chicken. We also had a side of seared tuna that came with soy/sesame sauce....,4
Fr2fl1YNEnoL5JpgZZsn0g,EdyhCrCslsOsqup12oNpDw,"I tried their trio of Japanese sushi snacks over crispy rice cakes.

The salmon, tuna, and yellow tail were fine on their own. But the rice cakes were...",2
YsnMzAe39IXN7JzhFKFqRQ,IVDk7BYFWwFsYPRbHLd49w,First time trying out Takeda. Not sure what to order so I ordered the Chirashi because it looks like it has a little bit of everything in the photo. It...,5
EfzrorlkSlUX5UtdYl4OAw,IVDk7BYFWwFsYPRbHLd49w,"This was a place that I had been curious about since it opened. At first, I did not have a chance to go try this place out as it was closed due to COVID....",5
6yWwQ7EFTQJuNRdxvnzqFQ,IVDk7BYFWwFsYPRbHLd49w,"It was closed due to the pandemic, so I went to eat because it opened again.
The menu was a little different from the last time I went there, and I was very...",5
Obhpx75pz-d4MCKQDplM2A,5zO24ZKYVnca0jbY2gpIzw,"Ordered their food to go last night and wow!

I love how most of their menu items have images attached on their website makes understanding some of their...",5
MEFhVVODzcwwRYixRDV29w,5zO24ZKYVnca0jbY2gpIzw,So sad I slept on Hudson Sushi for so long! I've passed by the storefront spot dozens of times and always told myself I needed to check it out the next time...,5
RuKv2viJQf2rQZ2qUXmPpg,5zO24ZKYVnca0jbY2gpIzw,"I have been ordering from here since the lockdown, my usual sushi spot was only open a couple of weeks and I was lucky enough to find this place on Grubhub...",5
3YruDGL_9jmxr3HN_PSxrg,WPnAkg7P-S0Q9rR-vEBMDA,I love this sushi place. The sushi is extremely fresh and the people who own it are extremely friendly. I pick up lunch from this place now at least once a...,5
4WEwqi81ZaxI1ejJtLvVeA,WPnAkg7P-S0Q9rR-vEBMDA,"It's always great to get dinner from Leo sushi .
Family owned restaurant, they always remember my son Gabriel's name when I pick up the food .
Such a nice...",5
A3cTgtHrelMex2Ri3o97zw,WPnAkg7P-S0Q9rR-vEBMDA,"I've been going to this sushi spot for years & I love it! I am never disappointed in the sushi, it is always fresh and really good! I would recommend the...",5
luhMrF6W5C5EgvT5Jrhi2Q,JfiQzDkzG3L3TLmRGUHMuA,I've tried sushi from a handful of places but the ones we had last night from Sasabune express was out of this world! Especially impressed by their takeout...,5
tWSTJsd1TMz9UgmnaP7O7Q,JfiQzDkzG3L3TLmRGUHMuA,"Been coming to this place since it opened. Was probably their biggest customer for a while. 

Prices have been steadily increasing since it opened a few...",5
0Tx6NO3ipAD9HGAqnqES7A,JfiQzDkzG3L3TLmRGUHMuA,A wall in the hole with fresh sushi and warm rice. I went there for lunch and really enjoyed the sushi. The price may seem higher than other similar sushi...,4
5E7-hs7JAN_bBj1PAn8vaA,9O859_RIFsgQ9VXfUfNebg,"DomoArigato, DomoDachi! 

When my Yelp Elite Bro and Sis asked what I was craving for dinner I said, ""Whatever.""  That whatever turned out to be my favorite...",5
v_8MZ2mm-QrdvqbmUNnyQQ,9O859_RIFsgQ9VXfUfNebg,"For the price point and quality, this spot doesn't disappoint. They are prompt with orders and always include a complimentary edamame! We have orderred from...",5
QrAO5mm1lxF2eZ0nil_trQ,9O859_RIFsgQ9VXfUfNebg,"The last Saturday in May.  We have ourselves another #YelpsBigNightIn on deck.

I wasn't going to pass up the oppor-tuna-ty (warning: low-flying dad puns!)...",5
7WvF89ZVC2Z8JmgJmphNLg,loXvaVYhzOO3xTYzntlVBg,Fantastic sushi place. Reasonably priced and the fish is always fresh. Delivery is always super quick. Every time I've done pickup they are very COVID...,5
Px7NRsY5qecVTfe6dsfKFQ,loXvaVYhzOO3xTYzntlVBg,"Delivery.com said it would take an hour but the guy arrived in about 20 minutes so was happy with the speed, the fish tasted fresh and not too soaked with...",5
09NpF2oGsrJbhOKcdvKdOw,loXvaVYhzOO3xTYzntlVBg,"I ordered online for pick-up and thr sushi is great! Rice to fish ratio is perfect if you like less rice like me. Prices aren't outrageous either, would...",5
wHZXZfgWLv8LQGqk59uUTg,e4V1FyyinsugJiNYlPbjRA,"Really? This is not yet listed on Yelp? 

I realize it is hidden in a corner nook in an inconspicuous spot within a behemoth corporate structure (Citicorp...",4
4pwpnPZ9GzpBgUc5Ja7SQQ,e4V1FyyinsugJiNYlPbjRA,"I was so so so excited about this place when I discovered it, and now that the novelty has worn off, almost two years later, I need to update this review. I...",3
__ZPwzu2-3WqrUTnGMSX7w,e4V1FyyinsugJiNYlPbjRA,"The bulgogi platter is an amazing deal. For $10, you get a heaping portion of meat over a large mound of rice and greens, a pile of steamed broccoli,...",5
jJQi3CH2SJnFpXhbOXpzgw,f48yzy50jQDH7X5xFAluOw,Tsukimi is an elegant 14-seat kaiseki restaurant by the team behind Sakamai and Bar Moga that just opened last year at the old Dieci location in East...,5
vDC8KPalCgbXJYobEJzWqg,f48yzy50jQDH7X5xFAluOw,I just had the most delightful meal here (thanks to my generous dad). Tsukimi is full of details that are a wonderful adventure to journey through - from...,5
0ZSIas_CHNJqPR9s2guxCg,f48yzy50jQDH7X5xFAluOw,Got their sushi to go and everything was amazing - great fresh fish and unique pairings.,5
RB1k-5h56hSSBgfQv2jqfg,1m1iOc8EplJ4tiCez7hf2Q,I'm Japanese and eternally grateful that this place has become a mini grocery store during this pandemic. I have a natto and pickled veg addiction that I...,5
-pY1gBWwz229a5aWCzFIBg,1m1iOc8EplJ4tiCez7hf2Q,"Hands down the BEST Japanese fried chicken you can find! My absolute favorites are karaage, the Japanese fried chicken, potato salad, pickled veggies, ramen...",5
Xm7d1CTnDm6TxOLTP7OyAA,1m1iOc8EplJ4tiCez7hf2Q,"Can't travel the 10,844 miles to Japan during covid? Get take out from this place, grab some beers or a bad ass bottle of sake and call it a night!...",5
23Cm_TReWnPko-kfhP1eog,MQway2v2b2Qyjr8ThZdakQ,"Ninja Sushi IMHO is the best sushi/ramen in Nutley if you ask me, it's easily one of the best in north NJ actually! 

I've been going here for years now,...",5
3cYouCfC2TyLzHJcNydYFA,MQway2v2b2Qyjr8ThZdakQ,I can't express enough how much I love this place! I was forever searching for a solid sushi spot and I finally decided to give ninja sushi a try. If one...,5
k5GYSERupI9mAEbPFu1Cfw,MQway2v2b2Qyjr8ThZdakQ,Really good sushi and the Wasabi dumplings are delicious (and strong enough to clear your sinuses). Discovered this place by accident while doing errands in...,5
4Sdvf1pOUishoH0jt6Nbhg,Qw7JO4fW8lsoyMVp82qvdg,I wanted to leave an updated review because I have returned to Tokyo Sushi several times and have always found the sushi to be fresh and delicious! There's...,5
rcaK9CgnTNZ6FkC5K9olYQ,Qw7JO4fW8lsoyMVp82qvdg,"THEY'RE OPEN FOR PICK UP DURING COVID-19! Yelp says they're open until 11 but they're closing at 10 right now. 

Ordered from here for the first time today...",4
RPKEJxB89gg_k6ArUAmKWg,Qw7JO4fW8lsoyMVp82qvdg,"Dependable, good sushi. The sushi-sashimi special is a family fave. Nice portion and good fish. Also love their rolls: spider roll, million dollar roll and...",4
bb27l1E9nqsxR3afiq40xg,zTG--X04n1Jr1IIuVEW_NA,"Service was polite and helpful in navigation the menu. Total ten minutes from order to pickup!

Very good fresh sushi.
Ordered the Lunch Special Chefs...",5
dflmyzoiVj7m78HS2-GCuQ,zTG--X04n1Jr1IIuVEW_NA,"I come here all the time because it's always a good experience. For one thing, the story behind this place is phenomenal and inspiring--really a business...",5
Jzfm_abpg2n9MCAZEvtdRg,zTG--X04n1Jr1IIuVEW_NA,"If you want overpriced, bland sushi then this is the place to go. I personally prefer taking my money else where preferably at a place that has at the very...",1
VLLLSCsWqzyJMZNq4KDNfw,1E6jN7fAB_h4sPLnJk0eFw,This Sushi Bar is not open for ordering/sit down. The sushi case is full with delicious looking rolls. A large selection. I was there yesterday for other...,5
Qfd1YHufrEEjtHTQgbE_LA,Xin_wedns7o3-SgCke1b0w,"Oh my God, Fuji Sushi was definitely outstanding. Small touches are nice. Every thing that I have tried has been pretty delicious. Staff are incredibly...",5
1FrE_fMbZvx-5HxiugX2zA,Xin_wedns7o3-SgCke1b0w,"Ordered delivery from here, raw fish arrived at room temp. I called and let the restaurant know and to get them to make it right and they said it wasn't...",1
tvvuSgyyLmnkAtVsgCywOw,Xin_wedns7o3-SgCke1b0w,"I've been coming here for many years. most of the time I  get the ""all you can eat "" sushi   It's a great deal since it includes salad, soup and a small...",3
sv7ks-_G2tQG8Rh4r6Hiug,b3fuuJzb0uQDtVD3Zxe2Qg,"I have only ever gotten takeout from here, but that has been excellent during COVID. Great sushi cut rolls, especially salmon avocado and spicy tuna. Miso...",5
SxzrgHFQhn39gdpj_VUyEg,b3fuuJzb0uQDtVD3Zxe2Qg,"My roommate and I ordered the sushi deluxe, shishito peppers, and a bottle of the plum wine for delivery. This is the one of the few places I can find with...",5
eGrxOsLvAH17e7eRlYMWJg,b3fuuJzb0uQDtVD3Zxe2Qg,Delicious high quality sushi that came when it was expected! Delivery sushi is always a gamble but this place is a real gem!,5
J1cvgCwyGuMSMscYgBKF5g,GdUYdeFBBwWrEMbmK-JBLA,"I used to dine in and it was nice. Now with covid, I usually order takeout from here whenever I'm craving sushi. Whenever I ask for extra wasabi on the side...",4
cs-11Rw_Kwqp3kdZJO0FOQ,GdUYdeFBBwWrEMbmK-JBLA,Had early dinner with family 2/2021 on a Tuesday. Was not packed social distance was respected. Food was fresh and delicious. Portions seemed reasonable for...,5
22OCYz17mkmdkvHD0vf_yQ,GdUYdeFBBwWrEMbmK-JBLA,"One of the best sushi restaurant in south Brooklyn always fresh and delicious 
They built great outside cabin for Covid-19",5
JYVUNGLzDfxNy3KAJGsiTA,IPhWpqIuAiEerKlLS82RpQ,"Really love their decoration which likes a stage for chef and customers. And the Shari here was a little bit tough but special that I like.

menu of the day...",5
NJyU_Ys5-PTVD3bgzMXIqw,IPhWpqIuAiEerKlLS82RpQ,"This review is for their takeout ""modern chirashi"" box in July 2020, via Caviar.

They designed the chirashi to mimic an omakase nigiri experience...",4
pitTVo0AjVC9eFCgtdTLAA,IPhWpqIuAiEerKlLS82RpQ,"Beautiful atmosphere and experience. At first glance, you can't help but notice how unique the layout is. It's fitting for James Bond to be served Omakase...",5
daqlkgtd1BcT6A2ckZQ5MA,6tJB7AWwVzccgJdOMWUYkQ,"Everything you've been reading about this place, is absolutely true. Its a must go to sushi spot in bergen County. 

I had the honor of eating here right...",5
C24S7wYs55Hu06zRvVPdXQ,6tJB7AWwVzccgJdOMWUYkQ,Excellent place. It's so rare when all components come together and deliver but Samurai sushi nailed it. Cozy and very tasteful indoor design. Very clean...,5
_nw0CM8jgzzm_YJC2WCfEg,6tJB7AWwVzccgJdOMWUYkQ,"On the online ordering / pickup side of things:
Ordered takeout via their website. Restaurant hit the promised time and even gave me a call as soon as it...",5
yJiwD9EwLrKa9qGFmdaSxA,Sxpy4HvdiqTQt5BcplUAHg,I'm troubled to realize that despite having been to Hibachi Master for more than around 10 times for takeout that I've never composed a Yelp for the masses....,4
vYuo-v8KdRLH4lTlCbtReg,Sxpy4HvdiqTQt5BcplUAHg,I had ordered delivery in the past when I used to worked in Dyker Heights with my coworkers-- this was always one of the favorites we would all ordered...,4
RBwuWTSHWpwpPBw-rx0Daw,Sxpy4HvdiqTQt5BcplUAHg,"I ordered delivery from this place and it was really fast. I ordered the chicken broccoli and edamame. The edamame was good, can hardly mess that up. The...",4
2FA1CD7ochkZujKgvHKsow,o2KZnqEAxP99oE1XSLTFNg,"Had a birthday party that needed sushi. Hadn't heard of this place, and haven't been thrilled with some other local offerings, so decided to give them a...",5
Ph7hVGtu5Abya0ZH7D2_mg,o2KZnqEAxP99oE1XSLTFNg,"New sushi spot on the block! Super lowkey place, the menu is limited but the prices are fair. Not much of an indoor dining place but would be great for...",4
cdEy04wIeD9L9WGnGgu8GA,xM4OjzRFszzkozRb_do3NA,"Updating review and keeping that 5 star rating.

I've ordered from here several times during the pandemic. The quality of food and service remains...",5
uIjC_UeIOVq9zqeSl3I0Fg,xM4OjzRFszzkozRb_do3NA,Noel Westerlind likes Sono Sushi! Incredible sushi rolls that are well thought out. This restaurant doesn't bombard you with spicy rolls over spicy rolls...,5
vTBGYQMsuygEDAabMY0qMQ,xM4OjzRFszzkozRb_do3NA,"Just updating 5 years to say I am still going here, they are still amazing.  They are adhering to all covid-19 protocols.  So go and buy from them to...",5
k_p-lhb5jNbbKcTI6Q4z_w,0gPXct_l_82phIEoKdtWZw,"Okay so a couple of things I noticed as far as COVID-19 adjustments:

1. Definitely out door seating and open to walk in for takeout/carry out.
2. Not all...",4
KV9VPR_hZDKo3_5wRiEw4Q,0gPXct_l_82phIEoKdtWZw,This restaurant was on my list for a while before the lockdown. Now it is in August the restaurant open again. My friends and I were checking around because...,5
rVSKVG1SV6DgRibayErt1Q,0gPXct_l_82phIEoKdtWZw,"Suddenly a craving for some hearty, thick broth and oil-slicked, al dente ramen noodles struck me like crazy at 9pm on a Sunday night. I thought Ryujin was...",5
NMW82eOVDYh98nBKZpu8fg,uVHa8BktK6jjYTaSxra-sg,"Our kids treated us to a takeout dinner for our anniversary. They live in Kearny, but we live in Manhattan.  They sent us the link to Nizi Sushi and told us...",5
VotCEPbjCyBBWKPDmHnuMA,uVHa8BktK6jjYTaSxra-sg,Great sushi spot if you are local to the East Rutherford area.  Recently had takeout from them since I was visiting a friend in this area.  She orders from...,5
PLZn3cc2t4EAkrwHwKBPOg,uVHa8BktK6jjYTaSxra-sg,This establishment is very good during this Covid.All the tables are socially distant and they have plastic dividers on the tables.The food here is amazing.,5
mwLlWgYyIURFkBKErnl9NA,479rycCXZojMT9S0cl8Oxg,I randomly walked in here one day after walking past it for weeks and it definitely wasn't what I was expecting. I didn't even know Japanese BBQ was a thing...,5
9OSgWpxdl45c_f5YOF2JHg,479rycCXZojMT9S0cl8Oxg,My bf and I decided to go here for our anniversary and we were not disappointed! I used to love Yakiniku in the east village but sadly they'd closed. This...,5
tDEbckAOfboDuiQCDBxj9w,479rycCXZojMT9S0cl8Oxg,"Ate here last night with my best friend.  

We ordered
- A bottle of the montepulciano (delicious)
- The uni and kalbi rice (worth the splurge, delicious)
-...",5
Hgfjb3GdAPPDuhk7fWihKA,arkTCB7lvud0giJzTk8Quw,ordered sushi for the first time in 5 months! the restaurant has a transparent divider that separates the main entrance from the actual restaurant. It has a...,5
m_uq4NuZu_McfKojunhncQ,arkTCB7lvud0giJzTk8Quw,So happy I find this place for Japanese take out. Their sushi were really fresh and their Tuna Poke Bowl was so healthy and delicious. Their quick service...,5
ZgtZSPduBEmXHijZtVOncQ,arkTCB7lvud0giJzTk8Quw,Covid is obviously a tough time for all restaurants. This place has literally no indoor dining.  Very organized with their covid protocols. Took the food...,5
aAAmOgPr0Lh5g2OMkHiHBw,yhFhcA2XZsiLu_LUCwgieA,"Delicious! Went for a birthday dinner. Tried rhe ceviche, daily crudo, laksa, and all the nigiri. While the fatty tuna nigiri was excellent as expected, the...",5
xO4WBXelEPgHfxti4rIHjQ,yhFhcA2XZsiLu_LUCwgieA,"We LOVE Rosella. We ordered their New Year's Eve dinner package for pick up and were seriously blown away.  
The packaging. The thoughtfulness and intention...",5
mN7gwcftD5PAJS9Xt599bw,yhFhcA2XZsiLu_LUCwgieA,"The draw is the sustainable sushi... and then the flavors had me... hooked (haha get it!? It's been a long quarantine y'all.) 

Rosella is a beautiful space...",5
fxsfOMd0SfzQdTu9uC2f6Q,SKoMUaQewpMdj1Mg8QvBNw,Ordered takeout for our NYE dinner and was not disappointed. Everything was excellent!,5
fhs7FH3VaowHQhFt931a-w,SKoMUaQewpMdj1Mg8QvBNw,Amazing as always. Fresh fish. Good selection of items. Service a little slow & delayed and out table was weirdly in a corner. But other than that will come...,5
i-aXqOTXTVzcgMt-jQQR_w,SKoMUaQewpMdj1Mg8QvBNw,BEST FIDI EXPERIENCE. There are restaurants and there are dining experiences. This is a fabulous experience from the reservation to the check. The hostess...,5
gTNvOZ-tjmeE_jzFUD2Eeg,RgIFYmjtBp5k90AK1jP7Zw,"This is a great place to order sushi. It's affordable, with quick delivery. They will let you know when your food has arrived at your door. The food tastes...",4
NZaJbxQazYi-d24pgCSszA,RgIFYmjtBp5k90AK1jP7Zw,I order from here at least once a week! The prices are affordable and the service is quick. The sushi is amazing as well as the gyoza. I'm not a huge fan of...,4
Yj4ucxSMZ2phNoLDHCkUOA,RgIFYmjtBp5k90AK1jP7Zw,"I saw this place from the outside as I was dining accross the street and came backs to try it.
 To my disappointment, it was a local takeout place with a...",3
